,HFF,H1hESC,GM12878,IMR90,HCT116
0,0.2410888671875,0.232421875,0.2314453125,0.2275390625,0.246337890625
1,0.30078125,0.2396240234375,0.2391357421875,0.2890625,0.25
2,0.240966796875,0.2366943359375,0.257568359375,0.2349853515625,0.27197265625
3,0.27099609375,0.2435302734375,0.23583984375,0.262939453125,0.251953125
4,0.297607421875,0.258544921875,0.24169921875,0.2890625,0.2308349609375
5,0.25390625,0.2242431640625,0.218994140625,0.2303466796875,0.2333984375
6,0.255126953125,0.2491455078125,0.242431640625,0.25390625,0.2376708984375
7,0.218505859375,0.197998046875,0.1925048828125,0.2158203125,0.1981201171875
8,0.239990234375,0.2386474609375,0.2447509765625,0.23095703125,0.26220703125
9,0.204833984375,0.1910400390625,0.1915283203125,0.193115234375,0.200927734375
10,0.242431640625,0.246826171875,0.25537109375,0.2342529296875,0.272216796875
11,0.294677734375,0.2568359375,0.2314453125,0.281982421875,0.22802734375
12,0.2802734375,0.2396240234375,0.221435546875,0.261474609375,0.2171630859375
13,0.2349853515625,0.2127685546875,0.208251953125,0.2298583984375,0.2152099609375
14,0.21630859375,0.2108154296875,0.207763671875,0.2081298828125,0.2135009765625
15,0.2117919921875,0.1883544921875,0.1844482421875,0.2017822265625,0.185302734375
16,3.599609375,3.640625,3.55078125,3.587890625,3.75
17,0.50048828125,0.355712890625,0.378173828125,0.4892578125,0.348388671875
18,0.253173828125,0.2509765625,0.24853515625,0.2353515625,0.271240234375
19,0.2685546875,0.251708984375,0.2493896484375,0.26318359375,0.2626953125
20,0.267578125,0.236328125,0.2445068359375,0.258056640625,0.259521484375
21,0.1798095703125,0.177734375,0.1798095703125,0.1787109375,0.1832275390625
22,0.1998291015625,0.197998046875,0.2061767578125,0.197021484375,0.2159423828125
23,0.26904296875,0.2301025390625,0.227783203125,0.252197265625,0.231201171875
24,0.19384765625,0.191650390625,0.197509765625,0.193603515625,0.2034912109375
25,0.201416015625,0.197265625,0.18212890625,0.19287109375,0.1844482421875
26,0.219970703125,0.21142578125,0.2044677734375,0.2052001953125,0.21826171875
27,0.2406005859375,0.244140625,0.2470703125,0.2313232421875,0.258056640625
28,0.226806640625,0.21826171875,0.217041015625,0.2259521484375,0.2188720703125
29,0.26904296875,0.2374267578125,0.2266845703125,0.25830078125,0.225341796875
30,0.2486572265625,0.2098388671875,0.2030029296875,0.22705078125,0.2154541015625
31,0.274169921875,0.2476806640625,0.2486572265625,0.275390625,0.245849609375
32,0.1571044921875,0.1619873046875,0.1483154296875,0.15283203125,0.151123046875
33,0.29736328125,0.267822265625,0.2427978515625,0.277099609375,0.260986328125
34,0.290771484375,0.2408447265625,0.211669921875,0.281005859375,0.2020263671875
35,0.173583984375,0.17578125,0.17041015625,0.1717529296875,0.17138671875
36,0.240234375,0.2216796875,0.2135009765625,0.2279052734375,0.223876953125
37,0.241455078125,0.1968994140625,0.1864013671875,0.2237548828125,0.1895751953125
38,0.22314453125,0.21533203125,0.22412109375,0.2161865234375,0.2396240234375
39,0.260009765625,0.22509765625,0.21923828125,0.251708984375,0.22998046875
40,0.1968994140625,0.193359375,0.215576171875,0.19189453125,0.2354736328125
41,0.275390625,0.237548828125,0.2369384765625,0.265625,0.2451171875
42,0.319091796875,0.25732421875,0.245361328125,0.30126953125,0.260009765625
43,0.26123046875,0.256591796875,0.255615234375,0.26220703125,0.2529296875
44,0.27099609375,0.23828125,0.2161865234375,0.241455078125,0.216796875
45,0.229736328125,0.2008056640625,0.192138671875,0.2193603515625,0.199951171875
46,0.307373046875,0.267822265625,0.2315673828125,0.285400390625,0.2183837890625
47,0.197998046875,0.1942138671875,0.1881103515625,0.193603515625,0.1871337890625
48,0.2978515625,0.274658203125,0.253662109375,0.28466796875,0.259033203125
49,0.263916015625,0.24951171875,0.26025390625,0.256591796875,0.28466796875
50,0.209716796875,0.1834716796875,0.1759033203125,0.2069091796875,0.1689453125
51,0.2880859375,0.270751953125,0.2783203125,0.279541015625,0.2880859375
52,0.28857421875,0.327880859375,0.345458984375,0.273193359375,0.378173828125
53,0.228759765625,0.18798828125,0.17333984375,0.218994140625,0.16943359375
54,0.329833984375,0.293212890625,0.2783203125,0.311279296875,0.292236328125
55,0.2490234375,0.21484375,0.21875,0.228515625,0.233154296875
56,0.284912109375,0.265625,0.2442626953125,0.271728515625,0.2398681640625
57,0.228515625,0.2130126953125,0.2091064453125,0.2186279296875,0.2188720703125
58,3.4140625,3.45703125,3.4296875,3.357421875,3.6171875
59,0.1727294921875,0.1884765625,0.223876953125,0.17431640625,0.25146484375
60,0.1776123046875,0.1796875,0.179931640625,0.1767578125,0.1839599609375
61,0.251220703125,0.2191162109375,0.2010498046875,0.2357177734375,0.2061767578125
62,0.2257080078125,0.2039794921875,0.197021484375,0.222412109375,0.2044677734375
63,0.227783203125,0.240234375,0.2103271484375,0.2215576171875,0.208740234375
64,0.2437744140625,0.2403564453125,0.246826171875,0.2388916015625,0.260009765625
65,0.176025390625,0.1788330078125,0.1708984375,0.174072265625,0.169189453125
66,0.251953125,0.2078857421875,0.2086181640625,0.2359619140625,0.218505859375
67,0.27392578125,0.22314453125,0.2208251953125,0.261474609375,0.22314453125
68,0.2509765625,0.2373046875,0.23779296875,0.239013671875,0.24462890625
69,0.1951904296875,0.200927734375,0.210205078125,0.1915283203125,0.2266845703125
70,0.251220703125,0.241943359375,0.2178955078125,0.23681640625,0.218017578125
71,0.232177734375,0.2308349609375,0.2161865234375,0.2259521484375,0.2166748046875
72,0.294189453125,0.26953125,0.244384765625,0.290283203125,0.23291015625
73,0.2161865234375,0.2196044921875,0.2288818359375,0.210205078125,0.2393798828125
74,0.230224609375,0.2254638671875,0.190185546875,0.2117919921875,0.1888427734375
75,0.28515625,0.252685546875,0.24462890625,0.261962890625,0.2496337890625
